Id,MSSubClass,MSZoning,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,GrLivArea,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,GarageType,GarageYrBlt,GarageFinish,GarageCars,SalePrice
749,20,RL,10593,NoRidge,7,5,1996,1720,1720,0,1720,2,0,Attchd,1996.0,Fin,2,260400
750,50,RL,8405,Edwards,4,3,1945,1529,1088,441,1529,2,0,Detchd,1945.0,Unf,1,98000
751,50,RM,8800,OldTown,4,7,1910,1140,792,348,1140,1,0,,,,0,96500
752,60,RL,7750,Gilbert,7,5,2003,1320,660,660,1320,2,1,Attchd,2003.0,Fin,2,162000
753,20,RL,9236,CollgCr,6,5,1997,1494,1494,0,1494,2,0,Attchd,1997.0,RFn,2,217000
754,60,RL,10240,NridgHt,8,5,2005,2098,1038,1060,2098,2,1,Attchd,2005.0,RFn,3,275500
755,20,RL,7930,NAmes,6,8,1969,1026,1026,0,1026,1,0,Detchd,1969.0,RFn,2,156000
756,160,FV,3230,Somerst,6,5,1999,1471,742,729,1471,2,1,Detchd,1999.0,Unf,2,172500
757,60,RL,10769,CollgCr,8,5,2007,1768,866,902,1768,2,1,Attchd,2007.0,RFn,2,212000
758,60,RL,11616,Sawyer,6,5,1978,1386,672,714,1386,2,1,Attchd,1978.0,Fin,2,158900
759,160,FV,2280,Somerst,7,5,1999,1501,757,744,1501,2,1,Detchd,1999.0,Unf,2,179400
760,60,RL,12257,NoRidge,8,5,1995,2531,1328,1203,2531,2,1,Attchd,1995.0,RFn,3,290000
761,20,RL,9100,NAmes,6,6,1959,864,864,0,864,1,0,Detchd,2008.0,Unf,1,127500
762,30,RM,6911,BrkSide,5,5,1924,1301,1301,0,1301,1,0,Detchd,1965.0,Unf,2,100000
763,60,FV,8640,Somerst,7,5,2009,1547,764,783,1547,2,1,Attchd,2009.0,Unf,2,215200
764,60,RL,9430,NoRidge,8,5,1999,2365,1268,1097,2365,2,1,Attchd,1999.0,RFn,3,337000
765,120,RL,9549,Veenker,8,5,1995,1494,1494,0,1494,1,1,Attchd,1995.0,Fin,2,270000
766,20,RL,14587,Somerst,9,5,2008,1506,1506,0,1506,2,0,Attchd,2008.0,Fin,2,264132
767,60,RL,10421,NWAmes,7,5,1988,1714,980,734,1714,2,1,Attchd,1988.0,Unf,2,196500
768,50,RL,12508,Mitchel,6,7,1940,1750,983,767,1750,2,0,Attchd,1989.0,Unf,1,160000
769,20,RL,9100,CollgCr,7,5,2004,1836,1836,0,1836,2,0,Attchd,2004.0,Fin,2,216837
770,60,RL,53504,StoneBr,8,5,2003,3279,1690,1589,3279,3,1,BuiltIn,2003.0,Fin,3,538000
771,85,RL,7252,Sawyer,5,5,1982,858,858,0,858,1,0,Detchd,1983.0,Unf,2,134900
772,20,RL,8877,Edwards,4,5,1951,1220,1220,0,1220,1,0,Detchd,1951.0,Unf,2,102000
773,80,RL,7819,Edwards,6,5,1976,1117,1117,0,1117,1,0,Detchd,1976.0,Unf,2,107000
774,20,RL,10150,NAmes,5,5,1958,912,912,0,912,1,0,Attchd,1958.0,RFn,1,114500
775,20,RL,14226,NridgHt,8,5,2006,1973,1973,0,1973,2,0,Attchd,2006.0,Fin,3,395000
776,120,RM,4500,Mitchel,6,5,1998,1204,1204,0,1204,2,0,Attchd,1998.0,Fin,2,162000
777,20,RL,11210,CollgCr,7,5,2005,1614,1614,0,1614,2,0,Attchd,2005.0,RFn,3,221500
778,20,RL,13350,Sawyer,5,5,1974,894,894,0,894,1,0,Attchd,1974.0,Unf,2,142500
779,90,RH,8400,SawyerW,5,5,1977,2020,2020,0,2020,2,0,Detchd,1977.0,Unf,2,144000
780,90,RL,10530,Mitchel,6,5,1977,1004,1004,0,1004,1,0,Attchd,1977.0,Unf,2,135000
781,20,RL,7875,Gilbert,7,5,1995,1253,1253,0,1253,2,0,Attchd,1995.0,Fin,2,176000
782,60,RL,7153,SawyerW,6,5,1992,1603,810,793,1603,2,1,Attchd,1992.0,RFn,2,175900
783,20,RL,16285,CollgCr,7,5,2001,1430,1430,0,1430,2,0,Attchd,2001.0,RFn,2,187100
784,85,RL,9101,Mitchel,5,6,1978,1110,1110,0,1110,1,0,Attchd,1978.0,Fin,2,165500
785,75,RM,6300,OldTown,6,6,1914,1484,742,742,1484,2,0,,,,0,128000
786,20,RL,9790,NWAmes,6,5,1967,1342,1342,0,1342,2,0,Attchd,1967.0,Unf,2,161500
787,50,RM,10800,OldTown,5,6,1915,1652,966,686,1652,2,0,Detchd,1961.0,Unf,1,139000
788,60,RL,10142,SawyerW,7,5,2004,2084,956,1128,2084,2,1,BuiltIn,2004.0,RFn,2,233000
789,20,RM,6000,OldTown,4,7,1954,901,901,0,901,1,0,Detchd,1954.0,Unf,1,107900
790,60,RL,12205,ClearCr,6,8,1966,2087,976,1111,2087,2,1,Attchd,1966.0,Fin,2,187500
791,120,RL,3182,Blmngtn,7,5,2005,1145,1145,0,1145,2,0,Attchd,2005.0,Fin,2,160200
792,80,RL,11333,Mitchel,6,5,1976,1062,1062,0,1062,1,0,Attchd,1976.0,RFn,2,146800
793,60,RL,9920,NoRidge,7,5,1996,2013,1127,886,2013,2,1,Attchd,1997.0,Unf,2,269790
794,20,RL,9158,Somerst,8,5,2007,1496,1496,0,1496,2,0,Attchd,2007.0,Fin,2,225000
795,60,RL,10832,Gilbert,7,5,1994,1895,1086,809,1895,2,1,Attchd,1994.0,Fin,2,194500
796,60,RL,8400,SawyerW,6,6,1980,1564,888,676,1564,2,1,Attchd,1980.0,Unf,2,171000
797,20,RL,8197,Sawyer,6,5,1977,1285,1285,0,1285,1,1,Attchd,1977.0,RFn,2,143500
798,20,RL,7677,NAmes,5,5,1953,773,773,0,773,1,0,Attchd,1953.0,Unf,1,110000
799,60,RL,13518,NridgHt,9,5,2008,3140,1966,1174,3140,3,1,BuiltIn,2009.0,Fin,3,485000
800,50,RL,7200,SWISU,5,7,1937,1768,981,787,1768,1,1,Detchd,1939.0,Unf,1,175000
801,60,RL,12798,ClearCr,6,5,1997,1688,616,1072,1688,2,1,Attchd,1997.0,RFn,2,200000
802,30,RM,4800,IDOTRR,4,7,1916,1196,1196,0,1196,1,0,Detchd,1957.0,Unf,2,109900
803,60,RL,8199,CollgCr,7,5,2005,1456,728,728,1456,2,1,Attchd,2005.0,Fin,2,189000
804,60,RL,13891,NridgHt,9,5,2008,2822,1734,1088,2822,3,1,BuiltIn,2009.0,RFn,3,582933
805,20,RL,9000,NAmes,5,5,1954,1128,1128,0,1128,1,0,Attchd,1954.0,Unf,1,118000
806,20,RL,12274,Somerst,7,5,2008,1428,1428,0,1428,2,0,Attchd,2008.0,RFn,2,227680
807,80,RL,9750,NAmes,5,5,1967,980,980,0,980,2,0,Attchd,1967.0,Fin,1,135500
808,70,RL,21384,BrkSide,5,6,1923,1576,1072,504,1576,1,1,Attchd,1923.0,RFn,2,223500
809,80,RL,13400,NAmes,5,5,1966,1086,1086,0,1086,1,0,Attchd,1966.0,RFn,2,159950
810,75,RM,8100,OldTown,5,5,1898,2138,1075,1063,2138,2,0,Detchd,1910.0,Unf,2,106000
811,20,RL,10140,NWAmes,6,6,1974,1309,1309,0,1309,1,1,Attchd,1974.0,RFn,2,181000
812,120,RM,4438,CollgCr,6,5,2004,848,848,0,848,1,0,Attchd,2004.0,Fin,2,144500
813,20,C (all),8712,IDOTRR,5,5,1952,1044,1044,0,1044,1,0,Basment,1952.0,Unf,2,55993
814,20,RL,9750,NAmes,6,6,1958,1442,1442,0,1442,1,1,Attchd,1958.0,RFn,1,157900
815,50,RL,8248,Edwards,5,7,1918,1250,686,564,1250,1,1,Detchd,1955.0,Unf,1,116000
816,20,RL,12137,CollgCr,7,5,1998,1661,1661,0,1661,2,0,Attchd,1998.0,RFn,2,224900
817,20,RL,11425,NAmes,5,6,1954,1008,1008,0,1008,1,0,Attchd,1954.0,RFn,1,137000
818,20,RL,13265,Mitchel,8,5,2002,1689,1689,0,1689,2,0,Attchd,2002.0,RFn,3,271000
819,80,RL,8816,ClearCr,6,7,1971,1052,1052,0,1052,1,0,Attchd,1971.0,Unf,2,155000
820,120,RL,6371,NridgHt,7,5,2009,1358,1358,0,1358,2,0,Attchd,2010.0,RFn,2,224000
821,60,RL,7226,CollgCr,7,5,2003,1640,798,842,1640,2,1,Attchd,2003.0,RFn,2,183000
822,20,RM,6000,OldTown,4,4,1953,936,936,0,936,1,0,Detchd,1974.0,Unf,2,93000
823,60,RL,12394,Gilbert,7,5,2003,1733,847,886,1733,2,1,BuiltIn,2003.0,Fin,2,225000
824,50,RL,9900,SWISU,6,7,1940,1489,944,545,1489,2,0,Detchd,1940.0,Unf,1,139500
825,20,FV,11216,Somerst,8,5,2006,1489,1489,0,1489,2,0,Attchd,2006.0,RFn,2,232600
826,20,RL,14803,NridgHt,10,5,2007,2084,2084,0,2084,2,0,Attchd,2007.0,Fin,3,385000
827,45,RM,6130,BrkSide,5,6,1924,784,784,0,784,1,0,,,,0,109500
828,20,RL,8529,SawyerW,7,5,2001,1434,1434,0,1434,2,0,Attchd,2001.0,RFn,2,189000
829,60,RL,28698,ClearCr,5,5,1967,2126,1160,966,2126,2,1,Attchd,1967.0,Fin,2,185000
830,160,FV,2544,Somerst,7,5,2005,1223,520,623,1223,2,1,Detchd,2005.0,RFn,2,147400
831,20,RL,11900,NAmes,6,5,1957,1392,1392,0,1392,1,1,Attchd,1957.0,RFn,2,166000
832,160,FV,3180,Somerst,7,5,2005,1200,520,600,1200,2,1,Detchd,2005.0,RFn,2,151000
833,60,RL,9548,CollgCr,7,6,2003,1829,941,888,1829,2,1,Attchd,2003.0,RFn,2,237000
834,20,RL,10004,NAmes,6,6,1964,1516,1516,0,1516,1,1,Attchd,1964.0,RFn,2,167000
835,20,RL,7875,NAmes,5,6,1961,1144,1144,0,1144,1,0,Attchd,1961.0,Unf,2,139950
836,20,RL,9600,Sawyer,4,7,1950,1067,1067,0,1067,2,0,Attchd,1996.0,Unf,2,128000
837,30,RM,8100,OldTown,5,6,1948,1559,1559,0,1559,1,0,Detchd,1948.0,Unf,2,153500
838,160,RM,1680,BrDale,6,5,1973,987,483,504,987,1,1,Detchd,1973.0,Unf,1,100000
839,20,RL,9525,CollgCr,5,6,1995,1099,1099,0,1099,1,1,Attchd,1999.0,Unf,1,144000
840,50,RL,11767,Edwards,5,6,1946,1200,768,432,1200,1,0,Detchd,1946.0,Unf,1,130500
841,70,RH,12155,SWISU,6,8,1925,1482,810,672,1482,2,0,Detchd,1934.0,Unf,1,140000
842,70,RM,10440,OldTown,5,8,1904,1539,958,581,1539,2,0,Detchd,1983.0,Unf,2,157500
843,80,RL,9020,NAmes,6,7,1966,1165,1165,0,1165,1,1,Attchd,1966.0,RFn,2,174900
844,90,RL,8000,NAmes,5,4,1961,1800,1800,0,1800,2,0,,,,0,141000
845,50,RM,12665,OldTown,5,8,1915,1416,876,540,1416,1,1,Detchd,1949.0,Unf,3,153900
846,85,RL,16647,Sawyer,5,5,1975,1701,1701,0,1701,2,0,Basment,1975.0,Fin,2,171000
847,60,RL,9317,SawyerW,7,5,1993,1775,1006,769,1775,2,1,Attchd,1993.0,Unf,2,213000
848,20,RL,15523,CollgCr,5,6,1972,864,864,0,864,1,0,Attchd,1972.0,Unf,1,133500
849,50,RL,45600,ClearCr,6,8,1908,2358,1307,1051,2358,3,0,Detchd,1908.0,Unf,2,240000
850,80,RL,9600,Veenker,6,7,1976,1855,1094,761,1855,2,1,Attchd,1976.0,RFn,2,187000
851,120,RM,4435,CollgCr,6,5,2003,848,848,0,848,1,0,Attchd,2003.0,Fin,2,131500
852,120,RL,3196,Blmngtn,8,5,2003,1456,1456,0,1456,2,0,Attchd,2003.0,Fin,2,215000
853,75,RL,7128,Crawfor,7,5,1941,1646,918,728,1646,2,0,Detchd,1941.0,Unf,1,164000
854,80,RL,12095,NAmes,6,6,1964,1445,1445,0,1445,1,1,Attchd,1964.0,RFn,2,158000
855,20,RL,17920,Sawyer,5,4,1955,1779,1779,0,1779,1,1,Attchd,1955.0,Unf,2,170000
856,20,RL,6897,Sawyer,5,8,1962,1040,1040,0,1040,1,1,Detchd,1962.0,Unf,1,127000
857,80,RL,10970,CollgCr,6,6,1978,1026,1026,0,1026,1,0,Detchd,1981.0,Unf,2,147000
858,60,RL,8125,Gilbert,6,5,1994,1481,702,779,1481,2,1,Attchd,1994.0,Fin,2,174000
859,20,RL,10400,NWAmes,7,5,1976,1370,1370,0,1370,2,0,Attchd,1976.0,RFn,2,152000
860,60,RL,11029,NWAmes,6,7,1968,2654,1512,1142,2654,2,1,Attchd,1968.0,Unf,2,250000
861,50,RL,7642,Crawfor,7,8,1918,1426,912,514,1426,1,1,Detchd,1925.0,Unf,1,189950
862,190,RL,11625,Sawyer,5,4,1965,1039,1039,0,1039,1,1,Attchd,1965.0,Unf,2,131500
863,20,RL,9672,SawyerW,6,5,1984,1097,1097,0,1097,2,0,Attchd,1986.0,Unf,2,152000
864,20,RL,7931,NAmes,5,5,1959,1148,1148,0,1148,1,0,Attchd,1959.0,Unf,1,132500
865,20,FV,8640,Somerst,7,5,2007,1372,1372,0,1372,2,0,Attchd,2008.0,Fin,2,250580
866,20,RL,8750,NAmes,5,6,1970,1002,1002,0,1002,1,0,Detchd,1973.0,Unf,2,148500
867,20,RL,10656,Timber,8,5,2006,1646,1646,0,1646,2,0,Attchd,2007.0,RFn,3,248900
868,20,RL,6970,Sawyer,4,5,1961,1120,1120,0,1120,1,1,Attchd,1961.0,RFn,2,129000
869,60,RL,14762,Gilbert,5,6,1948,2320,1547,720,2320,2,0,Attchd,1979.0,Unf,2,169000
870,60,RL,9938,SawyerW,7,5,1993,1949,1062,887,1949,2,1,Attchd,1993.0,Fin,2,236000
871,20,RL,6600,NAmes,5,5,1962,894,894,0,894,1,0,Detchd,1962.0,Unf,1,109500
872,60,RL,8750,CollgCr,6,5,1998,1682,804,878,1682,2,1,Attchd,1998.0,RFn,2,200500
873,20,RL,8892,NAmes,5,7,1953,910,910,0,910,1,0,Attchd,1953.0,Unf,2,116000
874,40,RL,12144,NAmes,5,7,1949,1268,1036,0,1268,1,0,Attchd,1949.0,Unf,1,133000
875,50,RM,5720,OldTown,5,6,1941,1131,676,455,1131,1,1,Detchd,1941.0,Unf,1,66500
876,60,FV,9000,Somerst,8,5,2007,2610,1184,1426,2610,2,1,BuiltIn,2007.0,Fin,2,303477
877,20,RL,25286,Mitchel,4,5,1963,1040,1040,0,1040,1,0,Attchd,1963.0,Unf,2,132250
878,60,RL,8834,NridgHt,9,5,2004,2224,1462,762,2224,2,1,Attchd,2004.0,Fin,3,350000
879,85,RL,11782,Sawyer,5,7,1961,1155,1155,0,1155,1,0,Detchd,1987.0,Unf,2,148000
880,20,RL,7000,CollgCr,5,8,1978,864,864,0,864,1,0,Attchd,1978.0,Unf,1,136500
881,20,RL,7024,Edwards,5,5,2005,1090,1090,0,1090,1,1,Attchd,2005.0,Fin,2,157000
882,50,RL,13758,Timber,7,5,1990,1717,1187,530,1717,2,1,Attchd,1990.0,RFn,2,187500
883,60,RL,9636,Gilbert,6,5,1992,1593,808,785,1593,2,1,BuiltIn,1993.0,RFn,2,178000
884,75,RL,6204,SWISU,4,5,1912,2230,954,795,2230,1,0,Detchd,1997.0,Unf,1,118500
885,20,RL,7150,NAmes,5,5,1967,892,892,0,892,1,0,Attchd,1967.0,RFn,1,100000
886,120,FV,5119,Somerst,9,5,1999,1709,1709,0,1709,2,0,Attchd,1999.0,Fin,2,328900
887,90,RL,8393,NAmes,5,5,1959,1712,1712,0,1712,2,0,Attchd,2005.0,Fin,2,145000
888,50,RL,16466,Edwards,5,7,1955,1393,872,521,1393,1,1,Attchd,1955.0,Unf,1,135500
889,20,RL,15865,NAmes,8,6,1970,2217,2217,0,2217,2,0,Attchd,1970.0,Unf,2,268000
890,20,RL,12160,NAmes,6,4,1953,1505,1505,0,1505,1,0,Attchd,1953.0,RFn,2,149500
891,50,RL,8064,NAmes,5,7,1949,924,672,252,924,1,0,Detchd,2003.0,Unf,2,122900
892,60,RL,11184,Sawyer,6,5,1978,1683,918,765,1683,2,1,Attchd,1978.0,RFn,2,172500
893,20,RL,8414,Sawyer,6,8,1963,1068,1068,0,1068,1,0,Attchd,1963.0,RFn,1,154500
894,20,RL,13284,Sawyer,5,5,1954,1383,1383,0,1383,1,0,Attchd,1954.0,Unf,1,165000
895,90,RL,7018,SawyerW,5,5,1979,1535,1535,0,1535,2,0,Attchd,1979.0,Unf,2,118858
896,60,RL,7056,NAmes,6,5,1963,1796,983,813,1796,1,1,Attchd,1963.0,RFn,2,140000
897,30,RM,8765,IDOTRR,4,6,1936,951,951,0,951,1,0,Detchd,1936.0,Unf,1,106500
898,90,RL,7018,SawyerW,5,5,1979,2240,1120,1120,2240,2,0,Detchd,1979.0,Unf,2,142953
899,20,RL,12919,NridgHt,9,5,2009,2364,2364,0,2364,2,1,Attchd,2009.0,Fin,3,611657
900,20,RL,6993,Sawyer,5,7,1961,1236,1236,0,1236,1,0,Attchd,1961.0,Unf,1,135000
901,20,RL,7340,NAmes,4,6,1971,858,858,0,858,1,0,Detchd,1979.0,Unf,1,110000
902,20,RL,8712,NAmes,5,7,1957,1306,1306,0,1306,1,0,Detchd,1968.0,Unf,1,153000
903,60,RL,7875,Gilbert,7,5,2003,1509,807,702,1509,2,1,Attchd,2003.0,Fin,2,180000
904,20,RL,14859,Gilbert,7,5,2006,1670,1670,0,1670,2,0,Attchd,2006.0,RFn,3,240000
905,20,RL,6173,Sawyer,5,6,1967,902,902,0,902,1,0,Attchd,1967.0,Unf,1,125500
906,20,RL,9920,NAmes,5,5,1954,1063,1063,0,1063,1,0,Attchd,1954.0,RFn,1,128000
907,20,RL,13501,Somerst,8,5,2006,1636,1636,0,1636,2,0,Attchd,2006.0,RFn,3,255000
908,50,RL,11500,Crawfor,7,7,1936,2057,1020,1037,2057,1,1,Attchd,1936.0,Fin,1,250000
909,20,RL,8885,Mitchel,5,5,1983,902,902,0,902,1,0,Attchd,1983.0,Unf,2,131000
910,60,RL,12589,Gilbert,6,5,2005,1484,742,742,1484,2,1,Attchd,2005.0,Fin,2,174000
911,90,RL,11600,NAmes,5,5,1960,2274,1105,1169,2274,2,0,Detchd,1960.0,Unf,2,154300
912,20,RL,9286,CollgCr,5,7,1977,1268,1268,0,1268,1,1,Detchd,1978.0,Unf,1,143500
913,30,RM,6120,BrkSide,5,7,1925,1015,1015,0,1015,1,0,Detchd,1925.0,Unf,1,88000
914,90,RH,6270,Crawfor,5,6,1949,2002,1001,1001,2002,2,0,2Types,1949.0,Unf,3,145000
915,160,FV,3000,Somerst,6,5,2009,1224,612,612,1224,2,1,Detchd,2009.0,RFn,2,173733
916,160,RM,2001,MeadowV,4,5,1970,1092,546,546,1092,1,1,Attchd,1970.0,Unf,1,75000
917,20,C (all),9000,IDOTRR,2,3,1949,480,480,0,480,0,0,Detchd,1958.0,Unf,1,35311
918,20,RL,17140,Edwards,4,6,1956,1229,1229,0,1229,1,0,Attchd,1956.0,RFn,1,135000
919,60,RL,13125,SawyerW,7,5,1991,2127,912,1215,2127,2,1,Attchd,1991.0,RFn,3,238000
920,20,RL,11029,NAmes,6,8,1958,1414,1414,0,1414,1,0,Attchd,1990.0,Unf,2,176500
921,60,RL,8462,SawyerW,6,5,1994,1721,936,785,1721,2,1,Attchd,1994.0,RFn,2,201000
922,90,RL,8777,Edwards,5,7,1900,2200,1272,928,2200,2,2,,,,0,145900
923,20,RL,10237,Gilbert,6,5,2005,1316,1316,0,1316,2,0,Attchd,2005.0,Fin,2,169990
924,120,RL,8012,SawyerW,6,5,1993,1617,1617,0,1617,2,0,Attchd,1993.0,RFn,2,193000
925,20,RL,10240,NWAmes,6,6,1980,1686,1686,0,1686,2,0,Attchd,1980.0,Unf,2,207500
926,20,RL,15611,NWAmes,5,6,1977,1126,1126,0,1126,2,0,Attchd,1977.0,RFn,2,175000
927,60,RL,11999,NridgHt,8,5,2003,2374,1234,1140,2374,2,1,BuiltIn,2003.0,Fin,3,285000
928,60,RL,9900,NWAmes,7,5,1968,1978,1098,880,1978,2,1,Attchd,1968.0,RFn,2,176000
929,20,RL,11838,CollgCr,8,5,2001,1788,1788,0,1788,2,0,Attchd,2001.0,RFn,2,236500
930,60,RL,13006,Gilbert,7,5,1997,2236,993,1243,2236,2,1,BuiltIn,1997.0,Fin,2,222000
931,20,RL,8925,Timber,8,5,2007,1466,1466,0,1466,2,0,Attchd,2007.0,Fin,3,201000
932,20,RL,9100,NAmes,5,6,1965,925,925,0,925,1,0,Detchd,1965.0,Unf,1,117500
933,20,RL,11670,Somerst,9,5,2006,1905,1905,0,1905,2,0,Attchd,2006.0,Fin,3,320000
934,20,RL,8487,CollgCr,7,5,2004,1500,1500,0,1500,2,0,Attchd,2004.0,RFn,2,190000
935,20,RL,27650,NAmes,7,7,1960,2069,2069,0,2069,2,0,Attchd,1960.0,RFn,2,242000
936,30,RL,5825,BrkSide,4,5,1926,747,747,0,747,1,0,Detchd,1953.0,Unf,2,79900
937,20,RL,10083,SawyerW,7,5,2003,1200,1200,0,1200,2,0,Attchd,2003.0,RFn,2,184900
938,60,RL,9675,Somerst,7,5,2005,1971,1113,858,1971,2,1,Attchd,2005.0,RFn,2,253000
939,60,RL,8760,CollgCr,7,5,2006,1962,1391,571,1962,2,1,Attchd,2006.0,RFn,3,239799
940,70,RL,24090,ClearCr,7,7,1940,2403,1207,1196,2403,2,0,Attchd,1940.0,Unf,1,244400
941,90,RL,12640,Mitchel,6,5,1976,1728,1728,0,1728,2,0,Attchd,1976.0,Unf,2,150900
942,60,RL,8755,Gilbert,7,5,1999,2060,1022,1038,2060,2,1,BuiltIn,1999.0,RFn,2,214000
943,90,RL,7711,Edwards,4,3,1977,1440,1440,0,1440,2,0,,,,0,150000
944,90,RL,25000,Mitchel,5,4,1967,1632,1632,0,1632,2,0,Attchd,1967.0,Unf,2,143000
945,20,RL,14375,Timber,6,6,1958,1344,1344,0,1344,1,0,Basment,1958.0,RFn,2,137500
946,50,RM,8820,OldTown,5,6,1890,1869,1188,561,1869,1,0,Detchd,1963.0,Unf,2,124900
947,80,RL,8163,NAmes,5,6,1959,1144,1144,0,1144,1,0,Attchd,1959.0,RFn,1,143000
948,20,RL,14536,Timber,8,5,2002,1629,1629,0,1629,2,0,Attchd,2002.0,Fin,3,270000
949,60,RL,14006,CollgCr,7,5,2002,1776,936,840,1776,2,1,Attchd,2002.0,RFn,2,192500
950,20,RL,9360,NWAmes,6,7,1972,1381,1381,0,1381,1,1,Attchd,1972.0,RFn,2,197500
951,20,RL,7200,NAmes,5,8,1950,864,864,0,864,1,0,Detchd,1980.0,RFn,2,129000
952,20,RH,7800,SawyerW,5,5,1965,965,965,0,965,1,0,Detchd,1979.0,Unf,1,119900
953,85,RL,7200,CollgCr,5,8,1972,768,768,0,768,1,0,Detchd,1974.0,Fin,1,133900
954,60,RL,11075,Mitchel,5,4,1969,1968,1168,800,1968,2,1,Attchd,1969.0,RFn,2,172000
955,90,RL,9400,Edwards,6,5,1975,980,980,0,980,2,0,,,,0,127500
956,90,RH,7136,Crawfor,6,6,1946,1958,979,979,1958,2,0,Attchd,1946.0,Unf,2,145000
957,160,RM,1300,Blueste,6,6,1980,1229,561,668,1229,1,1,Attchd,1980.0,Fin,2,124000
958,20,RL,7420,Sawyer,5,5,1962,1057,1057,0,1057,1,0,Detchd,1977.0,Fin,2,132000
959,20,RL,8450,CollgCr,7,5,2003,1337,1337,0,1337,2,0,Attchd,2003.0,RFn,2,185000
960,160,FV,2572,Somerst,7,5,1999,1416,696,720,1416,2,1,Detchd,1999.0,Unf,2,155000
961,20,RL,7207,BrkSide,5,7,1958,858,858,0,858,1,0,,,,0,116500
962,60,RL,12227,NWAmes,6,7,1977,2872,1542,1330,2872,2,1,Attchd,1977.0,Fin,2,272000
963,160,RL,2308,NPkVill,6,6,1976,1548,804,744,1548,2,1,Detchd,1976.0,Unf,2,155000
964,20,RL,11923,CollgCr,9,5,2007,1800,1800,0,1800,2,0,Attchd,2007.0,Fin,2,239000
965,60,RL,11316,Timber,7,5,2002,1894,824,1070,1894,2,1,BuiltIn,2002.0,Fin,2,214900
966,60,RL,10237,Gilbert,6,5,2005,1484,783,701,1484,2,1,Attchd,2005.0,Fin,2,178900
967,50,RL,9600,Crawfor,5,7,1940,1308,976,332,1308,1,1,Detchd,1940.0,Unf,1,160000
968,20,RL,7390,NAmes,5,7,1955,1098,1098,0,1098,1,0,Attchd,1955.0,Unf,1,135000
969,50,RM,5925,OldTown,3,6,1910,968,600,368,968,1,0,,,,0,37900
970,190,RL,10382,NAmes,6,5,1958,1095,1095,0,1095,1,0,Attchd,1958.0,RFn,1,140000
971,50,RL,10800,NAmes,4,4,1949,1192,720,472,1192,1,1,,,,0,135000
972,160,RL,2268,NridgHt,7,5,2003,1626,764,862,1626,2,0,BuiltIn,2003.0,RFn,2,173000
973,120,RL,7892,SawyerW,6,5,1979,918,918,0,918,2,0,Attchd,1979.0,Unf,1,99500
974,20,FV,11639,Somerst,7,5,2007,1428,1428,0,1428,2,0,Attchd,2007.0,Fin,2,182000
975,70,RL,11414,BrkSide,7,8,1910,2019,1136,883,2019,1,0,Detchd,1997.0,Unf,2,167500
976,160,FV,2651,Somerst,7,5,2000,1382,673,709,1382,2,1,Detchd,2000.0,Unf,2,165000
977,30,RL,5900,BrkSide,4,7,1923,869,869,0,869,1,0,,,,0,85500
978,120,FV,4274,Somerst,7,5,2006,1241,1241,0,1241,1,1,Attchd,2007.0,Fin,2,199900
979,20,RL,9450,Edwards,4,5,1954,894,894,0,894,1,0,Detchd,1999.0,Unf,2,110000
980,20,RL,8816,Sawyer,5,6,1963,1121,1121,0,1121,1,0,Detchd,1963.0,Unf,2,139000
981,85,RL,12122,NAmes,7,9,1961,999,999,0,999,1,0,Attchd,1961.0,RFn,2,178400
982,60,RL,12203,NoRidge,8,5,1998,2612,1276,1336,2612,2,1,Attchd,1998.0,Fin,3,336000
983,20,RL,3182,Blmngtn,7,5,2007,1266,1266,0,1266,2,0,Attchd,2007.0,Fin,2,159895
984,60,RL,11250,CollgCr,8,5,2002,2290,1149,1141,2290,2,1,Attchd,2002.0,Unf,2,255900
985,90,RL,10125,Mitchel,5,5,1977,1734,1302,432,1734,2,0,Attchd,1977.0,Unf,2,126000
986,190,RL,10880,Edwards,5,5,1950,1164,1164,0,1164,1,0,Detchd,1950.0,Unf,1,125000
987,50,RM,5310,OldTown,6,8,1910,1635,1001,634,1635,1,0,Attchd,1950.0,Unf,1,117000
988,20,RL,10159,NridgHt,9,5,2009,1940,1940,0,1940,2,1,Attchd,2010.0,Fin,3,395192
989,60,RL,12046,NWAmes,6,6,1976,2030,1118,912,2030,2,1,Attchd,1976.0,Fin,2,195000
990,60,FV,8125,Somerst,7,5,2006,1576,778,798,1576,2,1,Attchd,2006.0,RFn,2,197000
991,60,RL,9452,NoRidge,8,5,1997,2392,1407,985,2392,2,1,Attchd,1997.0,Fin,3,348000
992,70,RM,17671,OldTown,8,9,1882,1742,916,826,1742,1,1,Attchd,1925.0,Unf,2,168000
993,60,RL,9760,NAmes,6,8,1964,1851,1020,831,1851,2,1,Attchd,1964.0,RFn,2,187000
994,60,RL,8846,CollgCr,6,5,2005,1500,750,750,1500,2,1,Attchd,2005.0,RFn,2,173900
995,20,RL,12456,NridgHt,10,5,2006,1718,1718,0,1718,2,0,Attchd,2008.0,Fin,3,337500
996,50,RL,4712,BrkSide,4,7,1946,1230,774,456,1230,1,1,Detchd,1946.0,Unf,1,121600
997,20,RL,10659,NAmes,5,6,1961,1050,1050,0,1050,1,0,Attchd,1961.0,Unf,1,136500
